Status,Name_GroupFarmer,YearRegister,AmphurCode,ProvinceCode,AnimalSource,GroupSource,RegisterCritiria,RegisterNumber,LivestockSource,CountMale,CountFemale,Total,TotalMember,GroupSource,NumberAddress,Moo,Tumbom,Amphur,Province,NameGroupPresident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรอนุรักษ์และส่งเสริมการเลี้ยงไก่พื้นเมืองตำบลหัวไทร,54,2,24,33,1,151,54 - 2 - 24 - 33 - 1 - 0151,ไก่พื้นเมือง,,,,25,กลุ่มทั่วไป,126/4,2,หัวไทร,บางคล้า,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มผู้เลี้ยงไก่พื้นเมือง,54,2,24,33,1,152,54 - 2 - 24 - 33 - 1 - 0152,ไก่พื้นเมือง,,,,20,กลุ่มทั่วไป,20,4,เมืองใหม่,ราชสาส์น,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มภูมิปัญญาคนไทย ไก่ไทยพื้นเมืองมรดกโลก,54,2,24,33,1,153,54 - 2 - 24 - 33 - 1 - 0153,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,82,5,บางเกลือ,บางปะกง,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงเป็ดไข่บ้านวังควาย,54,2,24,36,1,154,54 - 2 - 24 - 36 - 1 - 0154,เป็ดไข่,,,,,กลุ่มทั่วไป,36/2,5,คลองเขื่อน,คลองเขื่อน,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มวิสาหกิจชุมชนกลุ่มเกษตรกรผู้เลี้ยงโค กระบือ ต.คู้ยายหมี,57,2,24,14,2,3964,57 - 2 - 24 - 14 - 2 - 3964,กระบือ,,,,,วิสาหกิจฯ,603,9,คู้ยายหมี,สนามชัยเขต,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มวิสาหกิจชุมชนผู้เลี้ยงโคเนื้อ กสข.สทพ.นทพ.,57,2,24,11,2,3965,57 - 2 - 24 - 11 - 2 - 3965,โคเนื้อ,,,,,วิสาหกิจฯ,35,4,ท่าถ่าน,พนมสารคาม,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงโคเนื้อ,57,2,24,11,1,3966,57 - 2 - 24 - 11 - 1 - 3966,โคเนื้อ,,,,,กลุ่มทั่วไป,48/1,6,บางเกลือ,บางปะกง,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มวิสาหกิจชุมชนการอนุรักษ์และพัฒนาไก่พื้นเมือง,57,2,24,33,1,3967,57 - 2 - 24 - 33 - 1 - 3967,ไก่พื้นเมือง,,,,7,กลุ่มทั่วไป,88/1,6,บางเกลือ,บางปะกง,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะ-แกะ,56,2,24,22,1,4020,56 - 2 - 24 - 22 - 1 - 4020,แพะเนื้อ,,,,,กลุ่มทั่วไป,804,9,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงเป็ดไข่,57,2,24,36,1,4286,57 - 2 - 24 - 36 - 1 - 4286,เป็ดไข่,,,,16,กลุ่มทั่วไป,49,3,คลองเขื่อน,คลองเขื่อน,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโคเนื้อตำบลคลองขุด ศาลา SML,57,2,24,11,1,4355,57 - 2 - 24 - 11 - 1 - 4355,โคเนื้อ,,,,,กลุ่มทั่วไป,16/2,1,คลองขุด,บ้านโพธิ์,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรพัฒนาไก่พื้นเมืองบ้านหนองน้ำขาว,57,2,24,33,1,4747,57 - 2 - 24 - 33 - 1 - 4747,ไก่พื้นเมือง,,,,,ทั่วไป,156,7,หนองไม้แก่น,แปลงยาว,ฉะเชิงเทรา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ตำบลสำนักบก,54,2,20,14,1,155,54 - 2 - 20 - 14 - 1 - 0155,กระบือ,,,,,กลุ่มทั่วไป,1,1,สำนักบก,เมือง,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ ตำบลหน้าประดู่,54,2,20,33,1,156,54 - 2 - 20 - 33 - 1 - 0156,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,2/1,5,หน้าประดู่,พานทอง,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ตำบลหนองซ้ำซาก,54,2,20,11,1,157,54 - 2 - 20 - 11 - 1 - 0157,โคเนื้อ,,,,,กลุ่มทั่วไป,16/4,4,หนองซ้ำซาก,บ้านบึง,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มปศุสัตว์โค - กระบือ ตำบลบ้านเซิด,54,2,20,14,1,158,54 - 2 - 20 - 14 - 1 - 0158,กระบือ,,,,,กลุ่มทั่วไป,51,7,บ้านเซิด,พนัสนิคม,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ตำบลนาเริก,54,2,20,11,1,159,54 - 2 - 20 - 11 - 1 - 0159,โคเนื้อ,,,,,กลุ่มทั่วไป,36/5,9,นาเริก,พนัสนิคม,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะ-แกะ ตำบลพลวงทอง,54,2,20,22,2,160,54 - 2 - 20 - 22 - 2 - 0160,แพะเนื้อ,,,,,วิสาหกิจชุมชน,279,1,พลวงทอง,บ่อทอง,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ ตำบลคลองพลู,54,2,20,33,1,161,54 - 2 - 20 - 33 - 1 - 0161,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,197,2,คลองพลู,หนองใหญ่,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมืองบ้านหินเพิง,54,2,20,33,1,162,54 - 2 - 20 - 33 - 1 - 0162,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,226/19,10,บางพระ,ศรีราชา,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงโคเนื้อ - โคขุนพัทยา,54,2,20,11,1,163,54 - 2 - 20 - 11 - 1 - 0163,โคเนื้อ,,,,,กลุ่มทั่วไป,65,12,ห้วยใหญ่,บางละมุง,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ ตำบลบางเสร่,54,2,20,14,1,164,54 - 2 - 20 - 14 - 1 - 0164,กระบือ,,,,,กลุ่มทั่วไป,120/83,8,บางเสร่,สัตหีบ,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงแพะ ตำบลเกาะจันทร์,54,2,20,22,1,165,54 - 2 - 20 - 22 - 1 - 0165,แพะเนื้อ,,,,,กลุ่มทั่วไป,198,7,เกาะจันทร์,เกาะจันทร์,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,56,2,20,33,1,3823,56 - 2 - 20 - 33 - 1 - 3823,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,75,2,หนองบอนแดง,บ้านบึง,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงไก่พื้นเมืองกลุ่มชลประสิทธิ์,56,2,20,33,1,3824,56 - 2 - 20 - 33 - 1 - 3824,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,119/8,2,บึง,ศรีราชา,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงสัตว์บ้านแสงวิมาน (เขาขยาย),57,2,20,39,1,4782,57 - 2 - 20 - 39 - 1 - 4782,อื่นๆ,,,,,ทั่วไป,1,5,บ่อวิน,ศรีราชา,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง ตำบลท่าบุญมี,57,2,20,33,1,4783,57 - 2 - 20 - 33 - 1 - 4783,ไก่พื้นเมือง,,,,,ทั่วไป,466,10,ท่าบุญมี,เกาะจันทร์,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรเลี้ยงสัตว์ ตำบลท่าข้าม,57,2,20,39,1,4784,57 - 2 - 20 - 39 - 1 - 4784,อื่นๆ,,,,,ทั่วไป,91,7,ท่าข้าม,พนัสนิคม,ชลบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเลี้ยงแพะ-แกะ สัมพันธ์พัทยา,58,2,20,39,1,5099,58 - 2 - 20 - 39 - 1 - 5099,ผสมผสาน(แพะ-แกะ),66,597,663,25,ทั่วไป,,6,หนองปรือ,บางละมุง,ชลบุรี,นายสมชาย ฉิมวิเศษ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มอนุรักษ์ไก่พื้นเมือง,58,2,20,33,1,5123,58 - 2 - 20 - 33 - 1 - 5123,ไก่พื้นเมือง,57,131,188,20,ทั่วไป,27/1,4,ท่าเทววงษ์,เกาะสีชัง,ชลบุรี,นายมาคะ พูลลาภ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มวิสาหกิจชุมชนเอ้ก อี้ เอ้กเอ๊ก (บ้านบางสมัน),58,2,20,33,2,5326,58 - 2 - 20 - 33 - 2 - 5326,ไก่พื้นเมือง,15,36,51,13,วิสาหกิจฯ,87/1,5,บางนาง,พานทอง,ชลบุรี,นายเสนาะ วิวัฒนจิรตระกลู,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรอนุรักษ์และพัฒนาไก่พื้นเมืองบางแสน,58,2,20,33,1,5653,58 - 2 - 20 - 33 - 1 - 5653,ไก่พื้นเมือง,47,192,239,18,ทั่วไป,22/15,,แสนสุข,เมือง,ชลบุรี,นายดอกดิน  ประสงค์เงิน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเลี้ยงไก่พื้นเมืองซุ้มกิ่งซาง,59,2,20,33,1,5900,59 - 2 - 20 - 33 - 1 - 5900,ไก่พื้นเมือง,,,100,17,ทั่วไป,73/1,,แสนสุข,เมือง,ชลบุรี,นายสมโภช  พิกุลทอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มผู้เลี้ยงสัตว์ตำบลเกาะจันทร์,59,2,20,39,1,5923,59 - 2 - 20 - 39 - 1 - 5923,ผสมผสาน,29,33,62,15,ทั่วไป,58/3,7,เกาะจันทร์,เกาะจันทร์,ชลบุรี,นายสิทธิชัย  สมานมิตร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรไก่พื้นเมืองบ้านสำนักกระเบา,54,2,21,33,1,166,54 - 2 - 21 - 33 - 1 - 0166,ไก่พื้นเมือง,11,154,165,11,กลุ่มทั่วไป,37,5,น้ำเป็น,เขาชะเมา,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,ศูนย์เรียนรู้คนพิการและครอบครัวตามแนวพระราชดำริเศรษฐกิจพอเพียง,54,2,21,22,1,167,54 - 2 - 21 - 22 - 1 - 0167,แพะเนื้อ,13,270,283,42,กลุ่มทั่วไป,299,6,นิคมพัฒนา,นิคมพัฒนา,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกร อำเภอบ้านค่าย (ยกเลิกกลุ่ม),54,2,21,11,1,168,54 - 2 - 21 - 11 - 1 - 0168,โคเนื้อ,,,,,กลุ่มทั่วไป,88/2,9,ตาขัน,บ้านค่าย,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรอนุรักษ์ไก่พื้นเมือง (ยกเลิกกลุ่ม),54,2,21,33,1,169,54 - 2 - 21 - 33 - 1 - 0169,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,17,5,วังจันทร์,วังจันทร์,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มวิสาหกิจชุมชน (ตลาดนัดไก่ชน) บ้านหนองตะเคียน,54,2,21,33,2,170,54 - 2 - 21 - 33 - 2 - 0170,ไก่พื้นเมือง,234,1063,1297,35,วิสาหกิจชุมชน,21/8,7,สำนักท้อน,บ้านฉาง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรบ้านในชาก,54,2,21,11,1,171,54 - 2 - 21 - 11 - 1 - 0171,โคเนื้อ,5,89,94,33,กลุ่มทั่วไป,68/1,6,ซากพง,แกลง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรพัฒนาไก่ชนไทย คลับโค้งสวรรค์,54,2,21,33,1,172,54 - 2 - 21 - 33 - 1 - 0172,ไก่พื้นเมือง,118,349,467,44,กลุ่มทั่วไป,,6,ปลวกแดง,ปลวกแดง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเพาะเลี้ยงโค-กระบือ,54,2,21,11,1,173,54 - 2 - 21 - 11 - 1 - 0173,โคเนื้อ,9,156,165,19,กลุ่มทั่วไป,63,5,ตะพง,เมืองระยอง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงไก่พันธุ์พื้นเมือง,55,2,21,33,1,3355,55 - 2 - 21 - 33 - 1 - 3355,ไก่พื้นเมือง,24,313,337,13,กลุ่มทั่วไป,28/1,2,ป่ายุบใน,วังจันทร์,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรอนุรักษ์ไก่พื้นเมือง (ไก่ชน) พลา,55,2,21,33,1,3356,55 - 2 - 21 - 33 - 1 - 3356,ไก่พื้นเมือง,120,777,897,20,กลุ่มทั่วไป,174/24,3,พลา,บ้านฉาง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงและพัฒนาไก่ชนบ้านหลุมตาล,55,2,21,33,1,3357,55 - 2 - 21 - 33 - 1 - 3357,ไก่พื้นเมือง,37,323,360,29,กลุ่มทั่วไป,79,7,หนองบัว,บ้านค่าย,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงสุกรรายย่อยตำบลตะพง,57,2,21,21,1,4391,57 - 2 - 21 - 21 - 1 - 4391,สุกร,210,,210,10,กลุ่มทั่วไป,128,15,ตะพง,เมือง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงสัตว์ตำบลเชิงเนิน,57,2,21,11,1,4392,57 - 2 - 21 - 11 - 1 - 4392,โคเนื้อ,300,67,367,10,กลุ่มทั่วไป,1/57,2,เชิงเนิน,เมือง,ระยอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มอนุรักษ์และพัฒนาไก่พื้นเมืองภาคตะวันออก,58,2,21,33,1,5117,58 - 2 - 21 - 33 - 1 - 5117,ไก่พื้นเมือง,37,38,75,26,ทั่วไป,237/13,,มาบตาพุด,เมือง,ระยอง,นายพิษณุกรณ์ นครไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มไก่ไทย,58,2,21,33,2,5118,58 - 2 - 21 - 33 - 2 - 5118,ไก่พื้นเมือง,556,3430,3986,100,วิสาหกิจฯ,78,2,ทางเกวียน,แกลง,ระยอง,นายอนันต์ จุลเจือ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรอนุรักษ์และพัฒนาสายพันธุ์ไก่ชนพื้นเมืองไทย,58,2,21,33,1,5451,58 - 2 - 21 - 33 - 1 - 5451,ไก่พื้นเมือง,,,,38,ทั่วไป,35/6,,เชิงเนิน,เมือง,ระยอง,นายอำนาจ เกตุสุริยา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มอนุรักษ์และพัฒนาไก่พื้นเมืองไทย,58,2,21,33,1,5452,58 - 2 - 21 - 33 - 1 - 5452,ไก่พื้นเมือง,,,,34,ทั่วไป,136/2,7,ทับมา,เมือง,ระยอง,นายสุพจน์ นิคมเขตต์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มอนุรักษ์ไก่ชนพื้นบ้านชุมชนโขดหิน-เขาไผ่,58,2,21,33,1,5807,58 - 2 - 21 - 33 - 1 - 5807,ไก่พื้นเมือง,53,97,150,20,ทั่วไป,10/6,,เนินพระ,เมือง,ระยอง,นายประสาน  เชยชม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มผู้เลี้ยงไก่พื้นเมืองตำบลหนองตะพาน,58,2,21,33,1,5878,58 - 2 - 21 - 33 - 1 - 5878,ไก่พื้นเมือง,60,117,177,33,ทั่วไป,19/2,4,หนองตะพาน,บ้านค่าย,ระยอง,นายธีรพงษ์  ประทุม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเพาะเลี้ยงไก่-คัดไก่-ปล้ำไก่พันธุ์พื้นเมือง,59,2,21,33,1,5888,59 - 2 - 21 - 33 - 1 - 5888,ไก่พื้นเมือง,116,275,391,20,ทั่วไป,43,4,เชิงเนิน,เมือง,ระยอง,นายนิพนธ์ เจริญวรรณ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตกรเพาะเลี้ยงไก่-คัดไก่-ปล้ำไก่พันธุ์พื้นเมือง,59,2,21,22,1,5897,59 - 2 - 21 - 22 - 1 - 5897,ไก่พื้นเมือง,52,133,185,22,ทั่วไป,155/3,4,แกลง,เมือง,ระยอง,นายสมศักดิ์ แสงรัตน์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มวิสาหกิจชุมชน (ตลาดนัดไก่ชน) บ้านหนองม่วง,59,2,21,33,1,5922,59 - 2 - 21 - 33 - 1 - 5922,ไก่พื้นเมือง,88,220,308,16,ทั่วไป,62,4,ชุมแสง,วังจันทร์,ระยอง,นายสุชาติ  ขันปุ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มอนุรักษ์ไก่ชนพื้นเมืองห้วยโป่ง,59,2,21,33,1,5955,59 - 2 - 21 - 33 - 1 - 5955,ไก่พื้นเมือง,99,214,313,37,ทั่วไป,31/11,,ห้วยโป่ง,เมือง,ระยอง,นายบรรลพ  อาศัย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กล่มอนุรักษ์ไก่ชนและพัฒนาสายพันธุ์ไก่พื้นเมืองตำบลบ้านค่าย,59,2,21,33,1,5956,59 - 2 - 21 - 33 - 1 - 5956,ไก่พื้นเมือง,65,143,208,32,ทั่วไป,102,3,บ้านค่าย,บ้านค่าย,ระยอง,นายอิศรา  บุญรอด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มพัฒนาสายพันธุ์ไก่ชนพื้นเมืองตำบลเพ,59,2,21,33,1,5965,59 - 2 - 21 - 33 - 1 - 5965,ไก่พื้นเมือง,47,98,145,10,ทั่วไป,27/2,6,เพ,เมือง,ระยอง,นายนพดล  ชลสวัสดิ์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงสุกรขุน (ยกเลิกกลุ่ม),54,2,23,21,1,184,54 - 2 - 23 - 21 - 1 - 0184,สุกร,,,,,กลุ่มทั่วไป,158,5,ท่าพริก,เมืองตราด,ตราด,ยกเลิก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง (ยกเลิกกลุ่ม),54,2,23,33,1,185,54 - 2 - 23 - 33 - 1 - 0185,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,,2,สะตอ,เขาสมิง,ตราด,ยกเลิก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงโคกระบือ (ยกเลิกกลุ่ม),54,2,23,11,1,186,54 - 2 - 23 - 11 - 1 - 0186,โคเนื้อ,,,,,กลุ่มทั่วไป,,2,สะตอ,เขาสมิง,ตราด,ยกเลิก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงสุกร (ยกเลิกกลุ่ม),54,2,23,21,1,187,54 - 2 - 23 - 21 - 1 - 0187,สุกร,,,,,กลุ่มทั่วไป,,2,สะตอ,เขาสมิง,ตราด,ยกเลิก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรบ้านทับทิมสยาม 01,54,2,23,33,1,188,54 - 2 - 23 - 33 - 1 - 0188,ไก่พื้นเมือง,293,679,972,32,กลุ่มทั่วไป,144,7,ด่านชุมพล,บ่อไร่,ตราด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง,54,2,23,33,1,189,54 - 2 - 23 - 33 - 1 - 0189,ไก่พื้นเมือง,295,274,569,10,กลุ่มทั่วไป,68,1,คลองใหญ่,แหลมงอบ,ตราด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงโค (ยกเลิกกลุ่ม),54,2,23,11,1,190,54 - 2 - 23 - 11 - 1 - 0190,โคเนื้อ,,,,,กลุ่มทั่วไป,4,1,ไม้รูด,คลองใหญ่,ตราด,ยกเลิก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยกเลิก,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมือง (ยกเลิกกลุ่ม),54,2,23,33,1,191,54 - 2 - 23 - 33 - 1 - 0191,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,138/1,2,คลองใหญ่,คลองใหญ่,ตราด,ยกเลิก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงเป็ดไข่,54,2,23,35,1,192,54 - 2 - 23 - 35 - 1 - 0192,เป็ดไข่,0,3500,3500,12,กลุ่มทั่วไป,117/22,3,คลองใหญ่,คลองใหญ่,ตราด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรผู้เลี้ยงสุกรขุนรายย่อย,55,2,23,21,1,3361,55 - 2 - 23 - 21 - 1 - 3361,สุกร,1,1020,1021,14,กลุ่มทั่วไป,,4,ท่าโสม,เขาสมิง,ตราด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยืนยัน,กลุ่มเกษตรกรบ้านเนินตาแมว,56,2,23,11,1,4021,56 - 2 - 23 - 11 - 1 - 4021,โคเนื้อ,42,99,141,20,กลุ่มทั่วไป,446/3,8,วังกระแจะ,เมือง,ตราด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สำรวจ,กลุ่มเกษตรกรผู้เลี้ยงไก่พื้นเมืองบ้านท่าศาลา,54,2,25,33,1,193,54 - 2 - 25 - 33 - 1 - 0193,ไก่พื้นเมือง,,,,,กลุ่มทั่วไป,5,11,เนินหอม,เมือง,ปราจีนบุรี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
